200980,QD,10,04,2018,	   0.2720
200980,QD,11,04,2018,	   0.2780
200980,QD,12,04,2018,	   0.2890
200980,QD,13,04,2018,	   0.3950
200980,QD,14,04,2018,	   0.4440
200980,QD,15,04,2018,	   0.3670
200980,QD,16,04,2018,	   0.3740
200980,QD,17,04,2018,	   0.3520
200980,QD,18,04,2018,	   0.3460
200980,QD,19,04,2018,	   0.3300
200980,QD,20,04,2018,	   0.3170
200980,QD,21,04,2018,	   0.3040
200980,QD,22,04,2018,	   0.3000
200980,QD,23,04,2018,	   0.3260
200980,QD,24,04,2018,	   0.3250
200980,QD,25,04,2018,	   0.2870
200980,QD,26,04,2018,	   0.2480
200980,QD,27,04,2018,	   0.2330
200980,QD,28,04,2018,	   0.2220
200980,QD,29,04,2018,	   0.2100
200980,QD,30,04,2018,	   0.1990
200980,QD,01,05,2018,	   0.1580
200980,QD,02,05,2018,	   0.1600
200980,QD,03,05,2018,	   0.1560
200980,QD,04,05,2018,	   0.1530
200980,QD,05,05,2018,	   0.1400
200980,QD,06,05,2018,	   0.1270
200980,QD,07,05,2018,	   0.1200
200980,QD,08,05,2018,	   0.1130
200980,QD,09,05,2018,	   0.1130
200980,QD,10,05,2018,	   0.2000
200980,QD,11,05,2018,	   0.2260
200980,QD,12,05,2018,	   0.1620
200980,QD,13,05,2018,	   0.1440
200980,QD,14,05,2018,	   0.1180
200980,QD,15,05,2018,	   0.0938
200980,QD,16,05,2018,	   0.2400
200980,QD,17,05,2018,	   0.4210
200980,QD,18,05,2018,	   0.3350
200980,QD,19,05,2018,	   0.2480
200980,QD,20,05,2018,	   0.1940
200980,QD,21,05,2018,	   0.1570
200980,QD,22,05,2018,	   0.1390
200980,QD,23,05,2018,	   0.1910
200980,QD,24,05,2018,	   0.3160
200980,QD,25,05,2018,	   0.2100
200980,QD,26,05,2018,	   0.1680
200980,QD,27,05,2018,	   0.1410
200980,QD,28,05,2018,	   0.1180
200980,QD,29,05,2018,	   0.0981
200980,QD,30,05,2018,	   0.1140
200980,QD,31,05,2018,	   0.1440
200980,QD,01,06,2018,	   0.0864
200980,QD,02,06,2018,	   0.0888
200980,QD,03,06,2018,	   0.0800
200980,QD,04,06,2018,	   0.0750
200980,QD,05,06,2018,	   0.0723
200980,QD,06,06,2018,	   0.0678
200980,QD,07,06,2018,	   0.0615
200980,QD,08,06,2018,	   0.0614
200980,QD,09,06,2018,	   0.1580
200980,QD,10,06,2018,	   0.2070
200980,QD,11,06,2018,	   0.2880
200980,QD,12,06,2018,	   2.4300
200980,QD,13,06,2018,	   1.0100
200980,QD,14,06,2018,	   0.5860
200980,QD,15,06,2018,	   0.3730
200980,QD,16,06,2018,	   0.2790
200980,QD,17,06,2018,	   0.2130
200980,QD,18,06,2018,	   0.1720
200980,QD,19,06,2018,	   0.1400
200980,QD,20,06,2018,	   0.1330
200980,QD,21,06,2018,	   0.1170
200980,QD,22,06,2018,	   0.0845
200980,QD,23,06,2018,	   0.0964
200980,QD,24,06,2018,	   0.1020
200980,QD,25,06,2018,	   0.1040
200980,QD,26,06,2018,	   0.1290
200980,QD,27,06,2018,	   0.2290
200980,QD,28,06,2018,	   0.2080
200980,QD,29,06,2018,	   0.2290
200980,QD,30,06,2018,	   0.1740
200980,QD,01,07,2018,	   0.1170
200980,QD,02,07,2018,	   0.0960
200980,QD,03,07,2018,	   0.0812
200980,QD,04,07,2018,	   0.0718
200980,QD,05,07,2018,	   0.0700
200980,QD,06,07,2018,	   0.0711
200980,QD,07,07,2018,	   0.0659
200980,QD,08,07,2018,	   0.0602
200980,QD,09,07,2018,	   0.0576
200980,QD,10,07,2018,	   0.0861
200980,QD,11,07,2018,	   0.1710
200980,QD,12,07,2018,	   0.1230
200980,QD,13,07,2018,	   0.1050
200980,QD,14,07,2018,	   0.0889
200980,QD,15,07,2018,	   0.0755
200980,QD,16,07,2018,	   0.0660
200980,QD,17,07,2018,	   0.0671
200980,QD,18,07,2018,	   0.0635
200980,QD,19,07,2018,	   0.0585
200980,QD,20,07,2018,	   0.0556
200980,QD,21,07,2018,	   0.0537
200980,QD,22,07,2018,	   0.0817
200980,QD,23,07,2018,	   0.0701
200980,QD,24,07,2018,	   0.0882
200980,QD,25,07,2018,	   0.0754
200980,QD,26,07,2018,	   0.1260
200980,QD,27,07,2018,	   0.2100
200980,QD,28,07,2018,	   0.2430
200980,QD,29,07,2018,	   0.2110
200980,QD,30,07,2018,	   0.1790
200980,QD,31,07,2018,	   0.1330
200980,QD,01,08,2018,	   0.0737
200980,QD,02,08,2018,	   0.1260
200980,QD,03,08,2018,	   0.1190
200980,QD,04,08,2018,	   0.0770
200980,QD,05,08,2018,	   0.1220
200980,QD,06,08,2018,	   0.1050
200980,QD,07,08,2018,	   0.0593
200980,QD,08,08,2018,	   0.1330
200980,QD,09,08,2018,	   0.2490
200980,QD,10,08,2018,	   0.1930
200980,QD,11,08,2018,	   0.1670
200980,QD,12,08,2018,	   0.1240
200980,QD,13,08,2018,	   0.1080
200980,QD,14,08,2018,	   0.1160
200980,QD,15,08,2018,	   0.0958
200980,QD,16,08,2018,	   0.1070
200980,QD,17,08,2018,	   0.1020
200980,QD,18,08,2018,	   0.0824
200980,QD,19,08,2018,	   0.1140
200980,QD,20,08,2018,	   0.1860
200980,QD,21,08,2018,	   0.0706
200980,QD,22,08,2018,	   0.0781
200980,QD,23,08,2018,	   0.1350
200980,QD,24,08,2018,	   0.2230
200980,QD,25,08,2018,	   0.1500
200980,QD,26,08,2018,	   0.1180
200980,QD,27,08,2018,	   0.1190
200980,QD,28,08,2018,	   0.1240
200980,QD,29,08,2018,	   0.1220
200980,QD,30,08,2018,	   0.1110
